,Unnamed: 0,price,location,sqm,extra,text,link,rooms,Épület típusa,Közös költség,Fűtés,Minimum bérlési idő,Berendezés,Emelet,Lift,Kilátás,Erkélyek száma,Min. bérlési idő,Energiatanúsítvány,Ház jellege,Ingatlan állapota,Komfort fokozat,Parkolási lehetőség,Épület szintjei,Rezsi költség,Beköltözhető,Mosógép van,Építés éve,Melegvíz,Konyhai szellőzés,Tájolás,Belmagasság,Közös költségben,Városrész,Különnyíló szoba,Amerikai konyha,Gyermekbarát,Hall,Kisállat,Kábeltévé szolgáltató,Kaució,Diákoknak,Hónapokra is,Bérleti díj hónapokra,Kaució hónapokra,Társasház neve,Dohányzás
10,10,329000,"Móricz Zsigmond körtér Budapest, XI. kerület",45,"{'Épület típusa': 'Lakás', 'Városrész': 'Szentimreváros', 'Közös költség': '21 000 Ft/hó', 'Rezsi költség': '32 000 Ft/hó', 'Fűtés': 'Gáz, konvektor', 'Minimum bérlési idő': 'Legalább 1 év', 'Beköltözhető': '2024-02-01', 'Berendezés': 'Berendezett, gépesített', 'Különnyíló szoba': '1', 'Emelet': '2', 'Lift': 'Van', 'Kilátás': 'Udvari, világos', 'Min. bérlési idő': 'Legalább 1 év', 'Energiatanúsítvány': 'Nem adott', 'Ingatlan állapota': 'Kiváló', 'Komfort fokozat': 'Összkomfortos', 'Épület szintjei': '5'}","
Részletek
Kiadó a Móricz Zsigmond körtéren, kiváló közlekedéssel, liftes házban, egy II.emeleti, 45m2-es, bútorozott, udvari, csendes, légkondicionált, teljesen felújjított állapotú egyszobás lakás.

Egybenyitott amerikai típisú nappali / konyha, zuhanyzós fürdőszoba, egy szoba dupla ággyal és rengeteg tároló lehetőség a lakásban.

Nagy konyha, gránit munkalappal, mosogatógéppel, szép kialakítással.

A rezsi  53 ezer forint havonta, közös költséggel, internettel és minden számlával.

Nagyszerű megközelíthetőség, metró, villamos méterekre a háztól.
",https://www.alberlet.hu/kiado_alberlet/budapest-XI-kerulet-moricz-zsigmond-korter-45m2-2-szoba_741731,2.0,Lakás,21 000 Ft/hó,"Gáz, konvektor",Legalább 1 év,"Berendezett, gépesített",2,Van,"Udvari, világos",,Legalább 1 év,Nem adott,,Kiváló,Összkomfortos,,5,32 000 Ft/hó,2024-02-01,,,,,,,,Szentimreváros,1,,,,,,,,,,,,
11,11,350000,"Mór utca Budapest, XIII. kerület",69,"{'Épület típusa': 'Lakás', 'Közös költség': '29 000 Ft/hó', 'Rezsi költség': '15 000 Ft/hó', 'Fűtés': 'Házközp. mérőórával', 'Minimum bérlési idő': 'Legalább 1 év', 'Beköltözhető': '2024-04-03', 'Berendezés': 'Berendezett, gépesített', 'Különnyíló szoba': '2', 'Emelet': '7', 'Lift': 'Van', 'Kilátás': 'Panorámás', 'Erkélyek száma': '1', 'Min. bérlési idő': 'Legalább 1 év', 'Energiatanúsítvány': 'Nem adott', 'Ház jellege': '2000 után épült (Újszerű)', 'Ingatlan állapota': 'Felújított', 'Komfort fokozat': 'Összkomfortos', 'Parkolási lehetőség': 'Mélygarázs', 'Tájolás': 'Dél', 'Épület szintjei': '8'}","
Felszereltség: Klíma Részletek
Hosszútávra kiadó a XIII. kerületben, a Mór utcában egy 69 nm-es, 2+1 félszobás penthouse lakás.

Az ingatlan ÚJSZERŰ állapotú, BÚTOROZOTT, GÉPESÍTETT.
Három szobája közül KETTŐ KÜLÖN NYÍLÓ, napfényes, tágas, panorámás kilátással.
KLÍMÁVAL felszerelt, a lakáshoz tartozik egy 65 nm-es TERASZ.
A fürdőszoba(sarokkádas) és a mellékhelyiség külön légtérben található.

Közös költség 29.000 Ft/hó.

Az ingatlanhoz tartozik GARÁZS, melynek bérlése opcionális, díja +20.000 Ft/hó.

2 havi kaució és egy havi lakbér ellenében AZONNAL költözhető.
",https://www.alberlet.hu/kiado_alberlet/budapest-XIII-kerulet-mor-utca-69m2-3-szoba_744042,2.5,Lakás,29 000 Ft/hó,Házközp. mérőórával,Legalább 1 év,"Berendezett, gépesített",7,Van,Panorámás,1,Legalább 1 év,Nem adott,2000 után épült (Újszerű),Felújított,Összkomfortos,Mélygarázs,8,15 000 Ft/hó,2024-04-03,,,,,Dél,,,,2,,,,,,,,,,,,
12,12,190000,"Fehérvári út Budapest, XI. kerület",48,"{'Épület típusa': 'Lakás', 'Városrész': 'Lágymányos', 'Közös költség': '9 000 Ft/hó', 'Rezsi költség': '19 000 Ft/hó', 'Fűtés': 'Távfűtés mérőórával', 'Minimum bérlési idő': 'Legalább 1 év', 'Beköltözhető': '2024-04-11', 'Berendezés': 'Üres, gépesített', 'Emelet': '1', 'Lift': 'Van', 'Kilátás': 'Utcai', 'Erkélyek száma': '1', 'Min. bérlési idő': 'Legalább 1 év', 'Energiatanúsítvány': 'Nem adott', 'Ház jellege': 'Lakótelepi', 'Ingatlan állapota': 'Jó', 'Komfort fokozat': 'Összkomfortos', 'Konyhai szellőzés': 'Ablak', 'Parkolási lehetőség': 'Fizetős parkoló övezet'}","
Részletek
Móricz Zsigmond körtértől 4 villamos megállóra kiadó 2 szobás lakás a Fehérvári út és az Etele út kereszteződésénél. Az ingatlan bútorozatlan, gépesített. I.emeleti, fákra néző,erkélyes. Kedvező rezsiköltségű, egyedi mérőórás távfűtésű, közös költség 9 E FT.
Remek közlekedésnél, 41,17,47-es villamosok, M4 metró.
Egyedülállónak, fiatal párnak kiadó. 
Dohányzás nem megengedett, kisállat nem hozható.
Hosszútávra kiadó, minimum 12 hónap időtartamra. 2 havi kaucióval, 1 havi bérleti díjjal, közjegyzői nyilatkozattal azonnal költözhető.
",https://www.alberlet.hu/kiado_alberlet/budapest-XI-kerulet-fehervari-ut-48m2-1-szoba_744359,1.0,Lakás,9 000 Ft/hó,Távfűtés mérőórával,Legalább 1 év,"Üres, gépesített",1,Van,Utcai,1,Legalább 1 év,Nem adott,Lakótelepi,Jó,Összkomfortos,Fizetős parkoló övezet,,19 000 Ft/hó,2024-04-11,,,,Ablak,,,,Lágymányos,,,,,,,,,,,,,
13,13,260000,"Attila út Budapest, I. kerület",68,"{'Épület típusa': 'Lakás', 'Közös költség': '20 000 Ft/hó', 'Rezsi költség': '25 000 Ft/hó', 'Fűtés': 'Távfűtés', 'Minimum bérlési idő': 'Legalább 1 év', 'Berendezés': 'Berendezett, gépesített', 'Emelet': '1', 'Lift': 'Van', 'Kilátás': 'Utcai, világos', 'Amerikai konyha': 'Van', 'Min. bérlési idő': 'Legalább 1 év', 'Kisállat': 'Igen', 'Mosógép van': 'Igen', 'Energiatanúsítvány': 'Nem adott', 'Ingatlan állapota': 'Felújított', 'Komfort fokozat': 'Összkomfortos', 'Parkolási lehetőség': 'Fizetős parkoló övezet', 'Tájolás': 'Délnyugat', 'Közös költségben': 'Épület takarítás, Szemétszállítás, Lift üzemeltetés'}","
Lakás jellemzők: Fürdőkád Részletek
Kiadó az I. kerületben egy 68nm-es, 2 szobás lakás!

Az I. kerületben egy 68m2-es bútorozott lakást, nagy nappali konyhával és étkezőasztallal, 1 tágas hálószobával, teljesen felszerelt konyhával, fürdőszobával és külön WC-vel. Az lakásból gyönyörű kilátás nyílik a Tabánra (világos és napos).

A műemlékvédelem alatt álló épület 1. emeletén található, pihentető otthont biztosít a Várhegy alján. Séta távolságra mindenhonnan, központi elhelyezkedés. A lakás központi fűtéses, nagyon hangulatos. Elektromos redőnyök a hálószobában. Beépített bútorok, sok tárolóhely.

Havi bérleti díj: 260.000/hó
Rezsiköltség + internet: 25.000/hó
Közös költség:20.000/hó

KISÁLLATTAL költözhető!

1 havi lakbér és 2 havi kaució ellenében AZONNAL költözhető!
",https://www.alberlet.hu/kiado_alberlet/budapest-I-kerulet-attila-ut-68m2-2-szoba_744645,2.0,Lakás,20 000 Ft/hó,Távfűtés,Legalább 1 év,"Berendezett, gépesített",1,Van,"Utcai, világos",,Legalább 1 év,Nem adott,,Felújított,Összkomfortos,Fizetős parkoló övezet,,25 000 Ft/hó,,Igen,,,,Délnyugat,,"Épület takarítás, Szemétszállítás, Lift üzemeltetés",,,Van,,,Igen,,,,,,,,
14,14,199000,"Kerék utca Budapest, III. kerület",50,"{'Épület típusa': 'Lakás', 'Közös költség': '15 000 Ft/hó', 'Fűtés': 'Távfűtés', 'Minimum bérlési idő': 'Legalább 1 év', 'Beköltözhető': '2024-04-15', 'Berendezés': 'Berendezett, gépesített', 'Különnyíló szoba': '2', 'Emelet': '2', 'Lift': 'Van', 'Kilátás': 'Udvari, világos', 'Erkélyek száma': '1', 'Min. bérlési idő': 'Legalább 1 év', 'Energiatanúsítvány': 'Nem adott', 'Ingatlan állapota': 'Felújított', 'Komfort fokozat': 'Összkomfortos', 'Tájolás': 'Nyugat', 'Épület szintjei': '10'}","
Részletek
Hosszútávra kiadó a III. kerületben, a Kerék utcában egy 50 nm-es, 2 szobás lakás.

Az ingatlan FELÚJÍTOTT, BÚTOROZOTT, GÉPESÍTETT.
Két szobája KÜLÖN NYÍLÓ, napfényes, tágas, udvarra néző kilátással.
Az 5 nm-es erkély loggiává lett átalakítva.
A fürdőszoba(kádas) és a mellékhelyiség külön légtérben található.

Közös költség 15.000 Ft/hó, mely tartalmazza a vízhasználatot.

2 havi kaució és egy havi lakbér ellenében AZONNAL költözhető.
",https://www.alberlet.hu/kiado_alberlet/budapest-III-kerulet-kerek-utca-50m2-2-szoba_744547,2.0,Lakás,15 000 Ft/hó,Távfűtés,Legalább 1 év,"Berendezett, gépesített",2,Van,"Udvari, világos",1,Legalább 1 év,Nem adott,,Felújított,Összkomfortos,,10,,2024-04-15,,,,,Nyugat,,,,2,,,,,,,,,,,,
15,15,180000,"Egressy tér Budapest, XIV. kerület",47,"{'Épület típusa': 'Lakás', 'Közös költség': '15 000 Ft/hó', 'Rezsi költség': '25 000 Ft/hó', 'Fűtés': 'Gáz, konvektor', 'Minimum bérlési idő': 'Legalább 1 év', 'Beköltözhető': '2024-05-05', 'Berendezés': 'Üres, gépesített', 'Különnyíló szoba': '2', 'Emelet': '4', 'Lift': 'Van', 'Kilátás': 'Utcai', 'Min. bérlési idő': 'Legalább 1 év', 'Energiatanúsítvány': 'Nem adott', 'Ház jellege': 'Társasház', 'Ingatlan állapota': 'Felújított', 'Komfort fokozat': 'Összkomfortos', 'Parkolási lehetőség': 'Fizetős parkoló övezet', 'Épület szintjei': '6'}","
Részletek
Kiadó egy 4. emeleti, nappali plusz 1 hálószobás, részben bútorozott lakás az Egressy téren. A lakás jó állapotú, FELÚJÍTOTT.  A lakás tartalmaz nappali bútort, beépített- és gardróbszekrényeket valamint konyhabútort. Az ingatlan részben gépesített, kizárólag villanytűzhellyel és mosogatógéppel felszerelt.

Bérleti díj: 180.000 ft/hó
Közös költség: 15.000 ft/hó

A lakás 2 havi kaució és 1 havi bérleti díj ellenében MÁJUSTÓL KÖLTÖZHETŐ!

",https://www.alberlet.hu/kiado_alberlet/budapest-XIV-kerulet-egressy-ter-47m2-2-szoba_744905,2.0,Lakás,15 000 Ft/hó,"Gáz, konvektor",Legalább 1 év,"Üres, gépesített",4,Van,Utcai,,Legalább 1 év,Nem adott,Társasház,Felújított,Összkomfortos,Fizetős parkoló övezet,6,25 000 Ft/hó,2024-05-05,,,,,,,,,2,,,,,,,,,,,,
16,16,265000,"Bocskai  Budapest, XI. kerület",44,"{'Épület típusa': 'Lakás', 'Városrész': 'Kelenföld', 'Közös költség': '20 000 Ft/hó', 'Rezsi költség': '20 000 Ft/hó', 'Fűtés': 'Távfűtés', 'Minimum bérlési idő': 'Legalább 1 év', 'Berendezés': 'Berendezett, gépesített', 'Különnyíló szoba': '1', 'Emelet': '3', 'Lift': 'Van', 'Kilátás': 'Utcai, világos', 'Erkélyek száma': '1', 'Amerikai konyha': 'Van', 'Min. bérlési idő': 'Legalább 1 év', 'Gyermekbarát': 'Igen', 'Mosógép van': 'Igen', 'Energiatanúsítvány': 'D', 'Ház jellege': 'Társasház', 'Ingatlan állapota': 'Felújított', 'Komfort fokozat': 'Összkomfortos', 'Konyhai szellőzés': 'Elszívó és ablak', 'Parkolási lehetőség': 'Fizetős parkoló övezet', 'Közös költségben': 'Épület takarítás, Vízfelfűtés'}","
Lakás jellemzők: Fürdőkád Részletek
**SCROLL FOR ENGLISH**

Kiadó az Allee szomszédságában, a Bocskai úton egy 44 nm-es, Felújított, Bútorozott és Gépesített, 2 szobás, gyerekbarát lakás!

Kiváló elhelyezkedésű, csendes, világos lakás:
Amerikai konyhás nappali + Hálószoba + Fürdőszoba + 2 nm erkély

Bútorozott és Gépesített!

Közös Költség: 20.000 ft/hó, mely TARTALMAZZA A VIZET
Rezsi: Fogyasztás alapján 
Fűtés: Távfűtés - 7.000 ft

Az ingatlan NEM Állatbarát!

Közjegyzői kiköltözési nyilatkozat szükséges, melynek díja 50-50 %-ban fizetendő! 

2 havi kaucióval és az első havi bérleti díjjal Azonnal KÖLTÖZHETŐ MINIMUM 1 ÉVRE!

Amennyiben nem tudnám felvenni a telefont, visszahívom.

For rent in the neighbourhood of Allee, on Bocskai út, a 44 sqm, Renovated, Furnished and Mechanized, 2-room, child-friendly apartment!

Excellent location, quiet, bright apartment:
Living room with open-plan kitchen + Bedroom + Bathroom + 2 sqm balcony

Furnished and mechanized!

Common cost: 20.000 HUF/month, which INCLUDES WATER
Utilities: Based on consumption 
Heating: District heating - 7.000 ft

The property is NOT Pet-friendly!

A notarial removal declaration is required, the fee of which is 50-50%! 

With 2 months deposit and first month rent CAN BE MOVED IMMEDIATELY FOR A MINIMUM OF 1 YEAR!

If I can't answer the phone, I'll call you back.

",https://www.alberlet.hu/kiado_alberlet/budapest-XI-kerulet-bocskai--44m2-2-szoba_743861,2.0,Lakás,20 000 Ft/hó,Távfűtés,Legalább 1 év,"Berendezett, gépesített",3,Van,"Utcai, világos",1,Legalább 1 év,D,Társasház,Felújított,Összkomfortos,Fizetős parkoló övezet,,20 000 Ft/hó,,Igen,,,Elszívó és ablak,,,"Épület takarítás, Vízfelfűtés",Kelenföld,1,Van,Igen,,,,,,,,,,
17,17,340000,"Kárpát utca Budapest, XIII. kerület",70,"{'Épület típusa': 'Lakás', 'Városrész': 'Angyalföld', 'Közös költség': '20 000 Ft/hó', 'Rezsi költség': '30 000 Ft/hó', 'Fűtés': 'Távfűtés', 'Minimum bérlési idő': 'Legalább 1 év', 'Beköltözhető': '2024-03-02', 'Berendezés': 'Berendezett, gépesített', 'Emelet': '3', 'Lift': 'Van', 'Kilátás': 'Utcai, világos', 'Erkélyek száma': '1', 'Amerikai konyha': 'Van', 'Min. bérlési idő': 'Legalább 1 év', 'Energiatanúsítvány': 'Nem adott', 'Ingatlan állapota': 'Felújított', 'Komfort fokozat': 'Összkomfortos', 'Konyhai szellőzés': 'Elszívó', 'Parkolási lehetőség': 'Fizetős parkoló övezet', 'Épület szintjei': '7'}","
Lakás jellemzők: Zuhanyzó Részletek
Kiadó a XIII.Kerületben a Kárpát utcában egy 70 nm-es,FELÚJÍTOTT,2+1 fél szobás,RÉSZBEN BÚTOROZOTT,GÉPESÍTETT,3.emeleti(lift van),ERKÉLYES(6 nmes),KLÍMÁS lakás.
Az ingatlan ablakai utcára néznek,VILÁGOS,NAPOS
Az ingatlanban található kamra+gardób,Amerikai konyhás nappaliban kanapé+asztal+tv szekrény található
Konyha gépesítése:SÜTŐ,INDUKCIÓS FŐZŐLAP,HŰTŐ,ELSZÍVÓ,MOSOGATÓGÉP
Fürdőszobája zuhanykabinos,külön mellékhelység+mosógép van
Hálószobában franciaágy+asztal található,innen nyílik az erkély.
Félszobája bútorozatlan

Fűtése távfűtés,közös költsége:20000/hó,rezsije:30000/hó

Bejelenthető cím, így lakossági parkolási engedély igényelhető

Környék:Szent István park 3 perc,lehel piac 10 perc
Kisállat nem hozható
Dohányzás nem megengedett
AZONNAL KÖLTÖZHETŐ 1 HAVI LAKBÉR+2 HAVI KAUCIÓVAL MIN 1 ÉVRE
",https://www.alberlet.hu/kiado_alberlet/budapest-XIII-kerulet-karpat-utca-70m2-3-szoba_743229,2.5,Lakás,20 000 Ft/hó,Távfűtés,Legalább 1 év,"Berendezett, gépesített",3,Van,"Utcai, világos",1,Legalább 1 év,Nem adott,,Felújított,Összkomfortos,Fizetős parkoló övezet,7,30 000 Ft/hó,2024-03-02,,,,Elszívó,,,,Angyalföld,,Van,,,,,,,,,,,
18,18,300000,"Károly körút Budapest, V. kerület",53,"{'Épület típusa': 'Lakás', 'Városrész': 'Belső-Erzsébetváros', 'Közös költség': '18 000 Ft/hó', 'Rezsi költség': '20 000 Ft/hó', 'Fűtés': 'Házközponti', 'Minimum bérlési idő': 'Legalább 1 év', 'Beköltözhető': '2024-04-19', 'Berendezés': 'Részben berendezett, gépesített', 'Különnyíló szoba': '2', 'Emelet': '5', 'Lift': 'Van', 'Kilátás': 'Utcai, világos', 'Min. bérlési idő': 'Legalább 1 év', 'Hall': 'Van', 'Energiatanúsítvány': 'Nem adott', 'Ház jellege': 'Klasszikus (1950 előtt épült)', 'Építés éve': '1937', 'Ingatlan állapota': 'Felújított', 'Komfort fokozat': 'Összkomfortos', 'Melegvíz': 'Házközponti egyedi mérővel', 'Konyhai szellőzés': 'Elszívó', 'Tájolás': 'Dél', 'Belmagasság': '280 cm', 'Kábeltévé szolgáltató': 'Vodafone + T-home', 'Közös költségben': 'Épület takarítás, Víz, Szemétszállítás, Lift üzemeltetés'}","
Lakás jellemzők: Külön WC, Zuhanyzó, Biztonsági ajtó Épület jellemzők: Felújított lépcsőház, Földszinti üzletek, Közelben parkolóház, Lépcsőházas Felszereltség: Klíma Részletek
Budapest VII, kerület Károly körúton kiadó  II.emeleti  53nm-es D-i tájolású, mindig világos, napfényes lakás  egy új lifttel rendelkező házban. Igényes nagyon szép antik bútorokkal berendezett, kizárólag  irodának! Sok-sok éven át  ügyvédi irodaként funkcionált.
Kicsi főzőfülkéje van nincs konyha, külön kis helységből nyílik egy tusolóval rendelkező fürdő és egy külön toalett. Egy nagy és egy kisebb szoba nyílik  a két szoba között elhelyezkedő hallból, ami világos, szintén a Károly körútra  néző ablakokkal.  Francia kilépők vannak   (3db), erkély nincs.  Mindkét szoba légkondicionált. Alacsony rezsivel fenntartható, 
a házközponti fűtés  havi díja 9.694Ft, Közös költség 17.419Ft vízóra van. 
Bérleti díj 300.000Ft + 2 havi kaució
Megtekintése rugalmas, a hét bármely napján reggel 7h-tól 22h-ig hívható vagyok  +36-70-38-45-282
Környék: Andrássy út, Astoria, Deák tér, Váci utca, Bazilika
Környék egyéb: Király utca , Deák tár, Andrássy út, Astoria
Közlekedés: 47-es 49-es villamos, Kisföldalatti, Metro 3 kék, Metro 2 piros
Közlekedés egyéb:  Busz 9 15 16 100E 105 178 210 210B 216 Villamos 47 48 49 Troli 72 Metró M1 M2 M3 Éjszakai 909 909A 914 914A 916 931 931A 934 950 950A 979 979A 990
",https://www.alberlet.hu/kiado_alberlet/budapest-V-kerulet-karoly-korut-53m2-3-szoba_740857,3.0,Lakás,18 000 Ft/hó,Házközponti,Legalább 1 év,"Részben berendezett, gépesített",5,Van,"Utcai, világos",,Legalább 1 év,Nem adott,Klasszikus (1950 előtt épült),Felújított,Összkomfortos,,,20 000 Ft/hó,2024-04-19,,1937,Házközponti egyedi mérővel,Elszívó,Dél,280 cm,"Épület takarítás, Víz, Szemétszállítás, Lift üzemeltetés",Belső-Erzsébetváros,2,,,Van,,Vodafone + T-home,,,,,,,
19,19,220000,"Ulászló utca Budapest, XI. kerület",52,"{'Épület típusa': 'Lakás', 'Fűtés': 'Cirkó', 'Minimum bérlési idő': 'Legalább 1 év', 'Berendezés': 'Üres, gépesített', 'Emelet': 'Félemelet', 'Kilátás': 'Utcai', 'Min. bérlési idő': 'Legalább 1 év', 'Energiatanúsítvány': 'Nem adott', 'Komfort fokozat': 'Összkomfortos', 'Parkolási lehetőség': 'Fizetős parkoló övezet', 'Épület szintjei': '2'}","
Részletek
A 11. Kerületben csendes környéken az Allétól gyalog néhány percre, az U L Á S Z L Ó  UTCÁBAN kiadó egy 52 nm-es 1+1 szobás felújított bútorozatlan lakás egy tégla építésű társasházban. Párok vagy egyedül állók számára ideális. 

A konyha gépesítve van, a lakás légkondicionált. Frissen lett festve, illetve egy kisebb felújítás is történt, de korábban is rendszeresen karban lett tartva. A lakás gázcirkó rendszerrel fűtött, és egyedi mérőórával rendelkezik, ezért a rezsi nagyon kedvező. 
A közös ktg 15.000 Ft amely a víz és a szemét szállítási díjat is tartalmazza. A házban csak 6 lakás található, ezért csendes családias hangulatú. 
Kis állat nem tartható, dohányzás a lakásban nem megengedett. 

Az ingatlan minimum 1 évre kiadó 2 havi kaucióval.
Bérleti díj: 220 000 Ft/hó
Hétvégén  is hívhat!

",https://www.alberlet.hu/kiado_alberlet/budapest-XI-kerulet-ulaszlo-utca-52m2-2-szoba_744166,1.5,Lakás,,Cirkó,Legalább 1 év,"Üres, gépesített",Félemelet,,Utcai,,Legalább 1 év,Nem adott,,,Összkomfortos,Fizetős parkoló övezet,2,,,,,,,,,,,,,,,,,,,,,,,
20,20,300000,"Vaskapu utca Budapest, IX. kerület",48,"{'Épület típusa': 'Lakás', 'Városrész': 'Ferencváros', 'Közös költség': '30 000 Ft/hó', 'Rezsi költség': '15 000 Ft/hó', 'Fűtés': 'Mennyezeti hűtés-fűtés', 'Berendezés': 'Berendezett, gépesített', 'Emelet': '6', 'Lift': 'Van', 'Kilátás': 'Panorámás', 'Erkélyek száma': '1', 'Energiatanúsítvány': 'Nem adott'}","
Részletek
**SCROLL FOR ENGLISH**

Vadonatúj, nagy erkélyes, nappali + hálós, berendezett lakás kiadó a Millennium Residence lakóparkban.

Berendezett-gépesített, minden berendezés és bútor új.

Teremgarázs bérelhető 35.000 Ft.-ért.

közös költség 30.000 Ft., mennyezeti hűtés-fűtés.
Kisállat nem jöhet.

Minimum egy éves szerződéssel, kéthavi kaució és első havi lakbér ellenében AZONNAL KÖLTÖZHETŐ.

**ENGLISH**

Brand new, furnished apartment with large balcony, living room + bedroom for rent in the Millennium Residence residential park.

Furnished-mechanized, all equipment and furniture are new.

Underground garage can be rented for 35.000 HUF.

common cost: 30.000 HUF.
Pets are not allowed.

It can be moved IMMEDIATELY with a minimum one-year contract, a two-month deposit and first month's rent.
",https://www.alberlet.hu/kiado_alberlet/budapest-IX-kerulet-vaskapu-utca-48m2-2-szoba_743767,2.0,Lakás,30 000 Ft/hó,Mennyezeti hűtés-fűtés,,"Berendezett, gépesített",6,Van,Panorámás,1,,Nem adott,,,,,,15 000 Ft/hó,,,,,,,,,Ferencváros,,,,,,,,,,,,,
21,21,199000,"Melinda út Budapest, XII. kerület",31,"{'Épület típusa': 'Lakás', 'Közös költség': '20 000 Ft/hó', 'Rezsi költség': '5 000 Ft/hó', 'Fűtés': 'Házközponti', 'Minimum bérlési idő': 'Legalább 1 év', 'Berendezés': 'Berendezett, gépesített', 'Emelet': '2', 'Lift': 'Van', 'Kilátás': 'Városi panoráma', 'Erkélyek száma': '1', 'Min. bérlési idő': 'Legalább 1 év', 'Kisállat': 'Igen', 'Mosógép van': 'Igen', 'Energiatanúsítvány': 'Nem adott', 'Ház jellege': 'Klasszikus (1950 előtt épült)', 'Ingatlan állapota': 'Felújított', 'Komfort fokozat': 'Összkomfortos', 'Parkolási lehetőség': 'Utcán ingyenes', 'Tájolás': 'Délkelet', 'Épület szintjei': '5', 'Közös költségben': 'Épület takarítás, Szemétszállítás, Lift üzemeltetés'}","
Lakás jellemzők: Zuhanyzó Részletek
KIADÓ egy 31nm-es ERKÉLYES (6nm), GYÖNYÖRŰ PANORÁMÁS lakás!

Kiadó a 12. kerületben a Melinda úton egy teljesen gépesített és bútorozott lakás.
A lakás ablakaiból és az erkélyről lélegzetelállító panoráma tárul elénk.

Elosztása alapján:
- konyha
- hálószoba
- fürdőszoba külön wc-vel
- erkély
- közlekedő
A közös költség tartalmazza a fűtést, a vizet, csatornadíjat. Ennek összege havonta 20.000 Forint/hó.
A villany fogyasztás alapján fizetendő.

Kisállat megbeszélés szerint hozható!
1 havi lakbér és 2 havi kaució megfizetése ellenében AZONNAL költözhető!
",https://www.alberlet.hu/kiado_alberlet/budapest-XII-kerulet-melinda-ut-31m2-1-szoba_744943,1.0,Lakás,20 000 Ft/hó,Házközponti,Legalább 1 év,"Berendezett, gépesített",2,Van,Városi panoráma,1,Legalább 1 év,Nem adott,Klasszikus (1950 előtt épült),Felújított,Összkomfortos,Utcán ingyenes,5,5 000 Ft/hó,,Igen,,,,Délkelet,,"Épület takarítás, Szemétszállítás, Lift üzemeltetés",,,,,,Igen,,,,,,,,
22,22,1695000,"Királyok útja Budapest, III. kerület",250,"{'Épület típusa': 'Lakás', 'Városrész': 'Rómaifürdő', 'Fűtés': 'Hőszivattyú', 'Minimum bérlési idő': 'Legalább 1 év', 'Berendezés': 'Üres, berendezve is', 'Különnyíló szoba': '3', 'Emelet': '1', 'Kilátás': 'Panorámás', 'Erkélyek száma': '1', 'Amerikai konyha': 'Van', 'Min. bérlési idő': 'Legalább 1 év', 'Energiatanúsítvány': 'Nem adott', 'Ingatlan állapota': 'Kiváló', 'Komfort fokozat': 'Összkomfortos', 'Parkolási lehetőség': 'Mélygarázs'}","
Lakás jellemzők: Fürdőkád, Zuhanyzó Részletek
TELJESEN ÚJ, nagyon elegáns, elite villaparkban,kiadó a III. kerületben a Római part kedvelt luxus új lakóparkjában egy 4 szobás, ÚJ, tégla lakás.

A lakáshoz tartozik 80 m2-es terasz, és 300 m2 saját kertrész 150 nm teremgarázs rész, az épület mellett hajótároló hely, és plusz parkolóhely.

A nagy belmagasságú loft stílusú, lakásban amerikai konyhás nappali, étkező, 3 hálószoba és 2 fürdőszoba és mosókonyha került kialakításra. A konyha gépesített. A szobák külön nyílnak, a lakás hűtéséről klíma gondoskodik. Az egyik fürdőszobában kád és zuhanyzó valamint WC és bidé került kialakításra, a másik fürdőszobában zuhanyzó és WC van.
Az ablakokon elektromos zsaluziák vannak.

A teljes házat hőszivattyús gépészet látja el, a fűtése padlófűtés, a hűtése pedig az álmennyezetbe épített Fan-coil berendezések szolgáltatja.. A szellőzést hővisszanyerős rendszer biztosítja. Az egész lakásban padlófűtés garantálja a kényelmet.
A rezsi nagyon kedvező, mert a tetőn napelemek vannak elhelyezve, lakásonként 5 KW.

A lakásban sok beépített gardróbszekrény található, a berendezés többi része igény szerint megbeszélés tárgyát képezi.

A lakáshoz 3 autós teremgarázs beálló tartozik elektromos autó töltési lehetőséggel, valamint saját tároló.

A lakók kényelmét szolgálja a lakóparkon belül található kültéri medence, konditerem, szauna, a 24 órás portaszolgálat, gondnok, kertészek. A kertből közvetlenül kijutunk a Duna-parti sétányra.
",https://www.alberlet.hu/kiado_alberlet/budapest-III-kerulet-kiralyok-utja-250m2-4-szoba_735340,4.0,Lakás,,Hőszivattyú,Legalább 1 év,"Üres, berendezve is",1,,Panorámás,1,Legalább 1 év,Nem adott,,Kiváló,Összkomfortos,Mélygarázs,,,,,,,,,,,Rómaifürdő,3,Van,,,,,,,,,,,
